Elements,Fractions,aflow__ael_bulk_modulus_vrh,aflow__ael_bulk_modulus_vrh UNC,Prop0 Loss,aflow__agl_thermal_conductivity_300K,aflow__agl_thermal_conductivity_300K UNC,Prop1 Loss
"['Ca', 'Al', 'Si']",[0.01113341 0.00469255 0.9841739 ],92.82002258300781,8.018701553344727,100000.25,4.760920524597168,0.9439932107925415,99999.828125
"['Ca', 'Al', 'Si']",[0.01084995 0.00460043 0.98454946],92.84686279296875,8.025461196899414,100000.25,4.759490013122559,0.9435312747955322,99999.828125
"['Ca', 'Al', 'Si']",[0.01058353 0.00451313 0.98490316],92.87208557128906,8.031818389892578,100000.25,4.758142471313477,0.9430965185165405,99999.8203125
"['Ca', 'Al', 'Si']",[0.01033256 0.00443024 0.98523706],92.89591217041016,8.03783130645752,100000.25,4.756851673126221,0.942682683467865,99999.8203125
"['Ca', 'Al', 'Si']",[0.01009568 0.00435138 0.98555285],92.91842651367188,8.0435152053833,100000.25,4.755632400512695,0.9422919750213623,99999.8203125
"['Ca', 'Al', 'Si']",[0.00987169 0.00427626 0.98585194],92.93968963623047,8.048876762390137,100000.25,4.754480838775635,0.9419230818748474,99999.8203125
"['Ca', 'Al', 'Si']",[0.00965957 0.00420458 0.9861357 ],92.95980834960938,8.053959846496582,100000.25,4.753391265869141,0.9415736794471741,99999.8203125
"['Ca', 'Al', 'Si']",[0.00945831 0.0041361  0.9864055 ],92.97889709472656,8.058793067932129,100000.25,4.752355098724365,0.9412416219711304,99999.8203125
"['Ca', 'Al', 'Si']",[0.00926706 0.00407056 0.98666227],92.99700164794922,8.063384056091309,100000.25,4.751368999481201,0.9409258365631104,99999.8203125
"['Ca', 'Al', 'Si']",[0.00908506 0.00400777 0.986907  ],93.01420593261719,8.067761421203613,100000.25,4.750432014465332,0.9406262040138245,99999.8203125
"['Ca', 'Al', 'Si']",[0.00891158 0.00394754 0.9871407 ],93.0306167602539,8.071938514709473,100000.25,4.749537467956543,0.9403403401374817,99999.8203125
"['Ca', 'Al', 'Si']",[0.00874597 0.00388966 0.98736423],93.0462875366211,8.075934410095215,100000.25,4.748681545257568,0.9400670528411865,99999.8203125
"['Ca', 'Al', 'Si']",[0.00858764 0.00383398 0.9875783 ],93.06129455566406,8.07975959777832,100000.25,4.747861862182617,0.9398055672645569,99999.8203125
"['Ca', 'Al', 'Si']",[0.00843602 0.00378035 0.9877835 ],93.07568359375,8.083429336547852,100000.25,4.747075080871582,0.9395541548728943,99999.8203125
"['Ca', 'Al', 'Si']",[0.00829065 0.00372862 0.98798066],93.0894775390625,8.08695125579834,100000.25,4.746318817138672,0.9393135905265808,99999.8203125
"['Ca', 'Al', 'Si']",[0.00815107 0.00367866 0.98817015],93.10271453857422,8.090333938598633,100000.25,4.745591640472412,0.9390818476676941,99999.8203125
"['Ca', 'Al', 'Si']",[0.00801689 0.00363037 0.98835266],93.11544799804688,8.093586921691895,100000.25,4.744889259338379,0.938857913017273,99999.8203125
"['Ca', 'Al', 'Si']",[0.00788774 0.00358364 0.98852855],93.12770080566406,8.09672737121582,100000.25,4.7442121505737305,0.9386422634124756,99999.8203125
"['Ca', 'Al', 'Si']",[0.00776329 0.00353836 0.98869824],93.13951110839844,8.099752426147461,100000.25,4.743558883666992,0.9384338855743408,99999.8203125
"['Ca', 'Al', 'Si']",[0.00764324 0.00349445 0.9888622 ],93.15090942382812,8.102676391601562,100000.25,4.742928504943848,0.9382325410842896,99999.8203125
"['Ca', 'Al', 'Si']",[0.0075273  0.00345184 0.9890208 ],93.16193389892578,8.105508804321289,100000.25,4.742319107055664,0.9380386471748352,99999.8203125
"['Ca', 'Al', 'Si']",[0.00741523 0.00341043 0.98917425],93.17259216308594,8.108246803283691,100000.25,4.741726875305176,0.9378503561019897,99999.8203125
"['Ca', 'Al', 'Si']",[0.00730678 0.00337016 0.98932296],93.18289947509766,8.110902786254883,100000.25,4.741154193878174,0.9376685619354248,99999.8203125
"['Ca', 'Al', 'Si']",[0.00720174 0.00333098 0.9894672 ],93.1928939819336,8.113476753234863,100000.25,4.740597248077393,0.9374919533729553,99999.8203125
"['Ca', 'Al', 'Si']",[0.00719149 0.00332715 0.9894813 ],93.19386291503906,8.113726615905762,100000.25,4.740543365478516,0.9374747276306152,99999.8203125
"['Ca', 'Al', 'Si']",[0.00718141 0.00332337 0.9894951 ],93.19482421875,8.11397647857666,100000.25,4.740489959716797,0.9374575614929199,99999.8203125
"['Ca', 'Al', 'Si']",[0.00717149 0.00331964 0.9895088 ],93.19576263427734,8.11422061920166,100000.25,4.740437030792236,0.9374410510063171,99999.8203125
"['Ca', 'Al', 'Si']",[0.00716169 0.00331595 0.9895222 ],93.19669342041016,8.114458084106445,100000.25,4.740385055541992,0.9374244809150696,99999.8203125
